seri;model;titles;year;km;color;prices;date;location
Taycan;4S Performance Plus;2022 Porsche Taycan 4S Performance Plus 571 Ps Bayi;2022;15493;Gri;6.990.000 TL;05Nisan2023;Aydın Söke
Panamera;Panamera Diesel;AUTO BAYRAM'DAN PORSCHE PANEMARA 300 HP TAM ÖTV HATASIZ 2012;2012;185.000;Siyah;3.500.000 TL;05Nisan2023;Konya Karatay
Taycan;Turbo S;2020PORSCHE TAYCAN TURBO S;2020;25.000;Gri;8.000.000 TL;05Nisan2023;_stanbul Pendik
Taycan;4S Performance Plus;Sahibinden 2021 4S P+ Bayi 3 Yıl Garanti Hatasız;2021;34851;Gümü_ Gri;5.850.000 TL;05Nisan2023;_stanbul Kadıköy
Panamera;Panamera 4S;GARAGE BURSA PORSCHE PANAMERA 4S SPORT D_ZAYN+PDK+SPOR EGSOZ;2020;45068;Beyaz;10.400.000 TL;05Nisan2023;Bursa Nilüfer
911;Carrera 4S;2007 MODEL DO_U_ ÇIKI_LI CHORONO SAAT BOSE SES S_TEM_ BAKIMLI;2007;141.000;Gri;2.325.000 TL;05Nisan2023;Ankara Akyurt
Panamera;Panamera S;2010 PORSCHE PANAMERA S BAY__ PDK HATASIZ 142.000 KM VADE OLUR;2010;142.000;Beyaz;3.050.000 TL;05Nisan2023;_stanbul Ba_cılar
Taycan;Turbo;ZENO MOTORS 2020 PORSCHE TAYCAN TURBO ÖZEL KARM_N KIRMIZI;2020;45063;Kırmızı;5.950.000 TL;05Nisan2023;_stanbul Küçükçekmece
Panamera;Panamera 4 Platinum Edition;EK_NC_LER'DEN BAY_ 2023 PANAMERA 4 PLAT_NUM ED_T_ON+A_RMAT_C+FUL;2022;44963;Siyah;14.950.000 TL;05Nisan2023;_stanbul Ba_cılar
911;Turbo;GALLER_A-2016 PORSCHE 911 TURBO-BOSE-HA_TASIZ-CARBON D_REKS_YON;2016;10262;Siyah;9.850.000 TL;05Nisan2023;_stanbul _i_li
Panamera;Panamera Diesel;2014 MAKYAJLI PORSCHE PANAMERA BAY_ ÇIKI_LI 96 B_N KM;2014;96.000;Beyaz;4.360.000 TL;05Nisan2023;Ankara Çankaya
911;Carrera 4S;EA MOTORS 2012 19 B_NKM CARRERA 4S SOGUTMA BOSE KEYLESS SPOR EGZ;2012;19.000;Beyaz;6.100.000 TL;05Nisan2023;_stanbul Bakırköy
Panamera;Panamera 4S;CAB_R'DEN 2018 PORSCHE PANAMERA 4S 2.9 44.000KM'DE HATASIZ;2018;44.000;Siyah;8.400.000 TL;05Nisan2023;_stanbul Bahçelievler
Panamera;Panamera Diesel;2014 ÇIKI_LI MAKYAJLI YEN_ KASA PANAMERA BAY__;2013;220.000;Beyaz;3.500.000 TL;05Nisan2023;_stanbul Ba_cılar
Panamera;Panamera Diesel;TAV MOTORS'DAN TR TEK 2013 PLAT_NUM CHORONE BOYASIZ _Çi KIRMIZI;2013;134.000;Beyaz;4.099.000 TL;05Nisan2023;_stanbul Gaziosmanpa_a
911;Carrera 4S;^ÇAPO_LU^ ---Carrera 4 S---;2007;130.000;Siyah;2.645.000 TL;05Nisan2023;_stanbul Esenyurt
Panamera;Panamera 4;Rocco Motors 2011 PANAMERA 4 BOYASIZ 183.000 KM VERG_ BARI_LI;2011;183.000;Beyaz;2.750.000 TL;05Nisan2023;Ankara Akyurt
Panamera;Panamera Diesel;ONR'DEN 2012 MODEL PORSCHE PANAMERA D_ESEL;2012;164.000;Beyaz;3.200.000 TL;05Nisan2023;Düzce Merkez
Taycan;4S Performance Plus;ONR'DEN 2021 PORSCHE TAYCAN 4S 22KW PERFORMANCE PLUS;2021;6001;Beyaz;6.750.000 TL;05Nisan2023;Düzce Merkez
Panamera;Panamera 4;_SMA_L ALTIN:2011 PANAMERA 4 4K ISITMA-SO_T_MA-A_RMAT_C BARI_LI;2011;138.000;Beyaz;2.890.000 TL;05Nisan2023;_stanbul Esenyurt
Panamera;Panamera 4S Diesel;DO_U_ ÇIKI_LI SAH_B_NDEN;2017;129.000;Siyah;8.950.000 TL;05Nisan2023;_stanbul Pendik
Panamera;Panamera 4S;INTERCITY2 PORSCHE Panamera 2.9 4S Executive PDK;2016;6225;Siyah;9.900.000 TL;05Nisan2023;_stanbul Tuzla
Taycan;Turbo S;2020 PORSCHE TAYCAN TURBO S SERAM_K-BURMESTER;2020;44932;Gri;6.500.000 TL;05Nisan2023;Ankara Çankaya
Taycan;4S Performance Plus;ERFA PREMIUM 2020 TAYCAN ARKAKS-INNODRIVE-_ISTMA-SGTMA-YLCU EKRAN;2020;9.000;Füme;5.050.000 TL;05Nisan2023;_stanbul Ata_ehir
Boxster;Boxster;SAH_B_NDEN 2008 BOXSTER CHRONO PAKET ÖZEL _Ç RENK;2008;109.000;Siyah;1.525.000 TL;05Nisan2023;Balıkesir Ayvalık
Taycan;Turbo S;_LK SAH_B_NDEN 3280 KM HATASIZ TAYCAN TURBO S (ÖZEL RENK);2020;46813;Ye_il;7.000.000 TL;05Nisan2023;_stanbul Be_ikta_
Panamera;Panamera Diesel;Yavuz Otodan 2013 Boss Pusula Isıtma Bayi Çık Vakum 170.000 km;2013;175.000;Beyaz;3.465.000 TL;05Nisan2023;Balıkesir Karesi
Taycan;4S Performance Plus;Sahibinden do_u_ çıkı_lı kazasız;2020;16772;Siyah;5.400.000 TL;05Nisan2023;_stanbul Be_ikta_
Panamera;Panamera 4S Diesel;2016 HATASIZ/BOYASIZ/ HASAR KAYITSIZ SERV_S BAKIMLI 119 B_N KM;2016;119.000;Siyah;8.650.000 TL;05Nisan2023;Ankara Akyurt
Taycan;4S Performance Plus;ET_LERMOTORS-TAYCAN 4S-PERF.PLUS-BU_RMESTER-SO_UTM_A-CHRONO-BOYASZ;2021;45089;Gri;5.690.000 TL;05Nisan2023;_stanbul Be_ikta_
Panamera;Panamera Diesel;2012 MODEL MASRAFSIZ D_ZEL MARSALA PANAMERA;2012;244.000;Beyaz;2.525.000 TL;05Nisan2023;_zmir Buca
Panamera;Panamera 4;DECIDER'DAN BAY_ 2011 PORSCHE PANAMERA 4 45.000 KM;2011;45.000;Siyah;3.685.000 TL;05Nisan2023;_stanbul Sarıyer
Taycan;4 Cross Turismo;DECIDER'DAN 2022 PORSCHE TAYCAN 4 CROSS TUR_SMO;2022;6001;Gri;6.425.000 TL;05Nisan2023;_stanbul Sarıyer
Taycan;Turbo S;SS MOTORS 2020 PORSCHE TAYCAN TURBO S-YOLCU EKRANI-DISTRONIC-360;2020;12732;Beyaz;6.225.000 TL;05Nisan2023;_stanbul _i_li
Panamera;Panamera 4 Sport Turismo;SS MOTORS BAY_ 2019 PANAMERA4 SPORT TURISMO-MASAJ-_SO_UTMA-%18KDV;2019;45809;Füme;8.750.000 TL;05Nisan2023;_stanbul _i_li
Panamera;Panamera Turbo S;SS MOTORS 2011 PANAMERA TURBOS-MANSORY-SERAM _K-DISTRONC-36.952KM;2011;36952;Siyah;5.500.000 TL;05Nisan2023;_stanbul _i_li
Panamera;Panamera 4S;EVRENSEL MOTORS// 2012 PORSCHE PANAMERA 4S CHRONO // 140.000KM;2012;140.000;Lacivert;3.950.000 TL;05Nisan2023;Ankara Gölba_ı
Cayman;Cayman;ET_LERMOTORS-BAY_ CAYMAN-ISITMA-SES S_STEM_-PARKSENSÖRÜ;2007;110.000;Gri;1.550.000 TL;05Nisan2023;_stanbul Be_ikta_
Taycan;4S Performance Plus;2022 Porsche Taycan 4S Performance Plus 571 Ps Bayi;2022;15493;Gri;7.170.000 TL;05Nisan2023;Aydın Söke
Panamera;Panamera Diesel;AUTO BAYRAM'DAN PORSCHE PANEMARA 300 HP TAM ÖTV HATASIZ 2012;2012;185.000;Siyah;3.500.000 TL;05Nisan2023;Konya Karatay
Taycan;Turbo S;2020PORSCHE TAYCAN TURBO S;2020;25.000;Gri;8.000.000 TL;05Nisan2023;_stanbul Pendik
Taycan;4S Performance Plus;Sahibinden 2021 4S P+ Bayi 3 Yıl Garanti Hatasız;2021;34851;Gümü_ Gri;5.850.000 TL;05Nisan2023;_stanbul Kadıköy
Panamera;Panamera 4S;GARAGE BURSA PORSCHE PANAMERA 4S SPORT D_ZAYN+PDK+SPOR EGSOZ;2020;45068;Beyaz;10.400.000 TL;05Nisan2023;Bursa Nilüfer
911;Carrera 4S;2007 MODEL DO_U_ ÇIKI_LI CHORONO SAAT BOSE SES S_TEM_ BAKIMLI;2007;141.000;Gri;2.325.000 TL;05Nisan2023;Ankara Akyurt
Panamera;Panamera S;2010 PORSCHE PANAMERA S BAY__ PDK HATASIZ 142.000 KM VADE OLUR;2010;142.000;Beyaz;3.050.000 TL;05Nisan2023;_stanbul Ba_cılar
Taycan;Turbo;ZENO MOTORS 2020 PORSCHE TAYCAN TURBO ÖZEL KARM_N KIRMIZI;2020;45063;Kırmızı;5.950.000 TL;05Nisan2023;_stanbul Küçükçekmece
Panamera;Panamera 4 Platinum Edition;EK_NC_LER'DEN BAY_ 2023 PANAMERA 4 PLAT_NUM ED_T_ON+A_RMAT_C+FUL;2022;44963;Siyah;14.950.000 TL;05Nisan2023;_stanbul Ba_cılar
911;Turbo;GALLER_A-2016 PORSCHE 911 TURBO-BOSE-HA_TASIZ-CARBON D_REKS_YON;2016;10262;Siyah;9.850.000 TL;05Nisan2023;_stanbul _i_li
Panamera;Panamera Diesel;2014 MAKYAJLI PORSCHE PANAMERA BAY_ ÇIKI_LI 96 B_N KM;2014;96.000;Beyaz;4.360.000 TL;05Nisan2023;Ankara Çankaya
911;Carrera 4S;EA MOTORS 2012 19 B_NKM CARRERA 4S SOGUTMA BOSE KEYLESS SPOR EGZ;2012;19.000;Beyaz;6.100.000 TL;05Nisan2023;_stanbul Bakırköy
Panamera;Panamera 4S;CAB_R'DEN 2018 PORSCHE PANAMERA 4S 2.9 44.000KM'DE HATASIZ;2018;44.000;Siyah;8.400.000 TL;05Nisan2023;_stanbul Bahçelievler
Panamera;Panamera Diesel;2014 ÇIKI_LI MAKYAJLI YEN_ KASA PANAMERA BAY__;2013;220.000;Beyaz;3.500.000 TL;05Nisan2023;_stanbul Ba_cılar
Panamera;Panamera Diesel;TAV MOTORS'DAN TR TEK 2013 PLAT_NUM CHORONE BOYASIZ _Çi KIRMIZI;2013;134.000;Beyaz;4.099.000 TL;05Nisan2023;_stanbul Gaziosmanpa_a
911;Carrera 4S;^ÇAPO_LU^ ---Carrera 4 S---;2007;130.000;Siyah;2.645.000 TL;05Nisan2023;_stanbul Esenyurt
Panamera;Panamera 4;Rocco Motors 2011 PANAMERA 4 BOYASIZ 183.000 KM VERG_ BARI_LI;2011;183.000;Beyaz;2.750.000 TL;05Nisan2023;Ankara Akyurt
Panamera;Panamera Diesel;ONR'DEN 2012 MODEL PORSCHE PANAMERA D_ESEL;2012;164.000;Beyaz;3.200.000 TL;05Nisan2023;Düzce Merkez
Taycan;4S Performance Plus;ONR'DEN 2021 PORSCHE TAYCAN 4S 22KW PERFORMANCE PLUS;2021;6001;Beyaz;6.750.000 TL;05Nisan2023;Düzce Merkez
Panamera;Panamera 4;_SMA_L ALTIN:2011 PANAMERA 4 4K ISITMA-SO_T_MA-A_RMAT_C BARI_LI;2011;138.000;Beyaz;2.890.000 TL;05Nisan2023;_stanbul Esenyurt
Panamera;Panamera 4S Diesel;DO_U_ ÇIKI_LI SAH_B_NDEN;2017;129.000;Siyah;8.950.000 TL;05Nisan2023;_stanbul Pendik
Panamera;Panamera 4S;INTERCITY2 PORSCHE Panamera 2.9 4S Executive PDK;2016;6225;Siyah;9.900.000 TL;05Nisan2023;_stanbul Tuzla
Taycan;Turbo S;2020 PORSCHE TAYCAN TURBO S SERAM_K-BURMESTER;2020;44932;Gri;6.500.000 TL;05Nisan2023;Ankara Çankaya
Taycan;4S Performance Plus;ERFA PREMIUM 2020 TAYCAN ARKAKS-INNODRIVE-_ISTMA-SGTMA-YLCU EKRAN;2020;9.000;Füme;5.050.000 TL;05Nisan2023;_stanbul Ata_ehir
Boxster;Boxster;SAH_B_NDEN 2008 BOXSTER CHRONO PAKET ÖZEL _Ç RENK;2008;109.000;Siyah;1.525.000 TL;05Nisan2023;Balıkesir Ayvalık
Taycan;Turbo S;_LK SAH_B_NDEN 3280 KM HATASIZ TAYCAN TURBO S (ÖZEL RENK);2020;46813;Ye_il;7.000.000 TL;05Nisan2023;_stanbul Be_ikta_
Panamera;Panamera Diesel;Yavuz Otodan 2013 Boss Pusula Isıtma Bayi Çık Vakum 170.000 km;2013;175.000;Beyaz;3.465.000 TL;05Nisan2023;Balıkesir Karesi
Taycan;4S Performance Plus;Sahibinden do_u_ çıkı_lı kazasız;2020;16772;Siyah;5.400.000 TL;05Nisan2023;_stanbul Be_ikta_
Panamera;Panamera 4S Diesel;2016 HATASIZ/BOYASIZ/ HASAR KAYITSIZ SERV_S BAKIMLI 119 B_N KM;2016;119.000;Siyah;8.650.000 TL;05Nisan2023;Ankara Akyurt
Taycan;4S Performance Plus;ET_LERMOTORS-TAYCAN 4S-PERF.PLUS-BU_RMESTER-SO_UTM_A-CHRONO-BOYASZ;2021;45089;Gri;5.690.000 TL;05Nisan2023;_stanbul Be_ikta_
Panamera;Panamera Diesel;2012 MODEL MASRAFSIZ D_ZEL MARSALA PANAMERA;2012;244.000;Beyaz;2.525.000 TL;05Nisan2023;_zmir Buca
Panamera;Panamera 4;DECIDER'DAN BAY_ 2011 PORSCHE PANAMERA 4 45.000 KM;2011;45.000;Siyah;3.685.000 TL;05Nisan2023;_stanbul Sarıyer
Taycan;4 Cross Turismo;DECIDER'DAN 2022 PORSCHE TAYCAN 4 CROSS TUR_SMO;2022;6001;Gri;6.425.000 TL;05Nisan2023;_stanbul Sarıyer
Taycan;Turbo S;SS MOTORS 2020 PORSCHE TAYCAN TURBO S-YOLCU EKRANI-DISTRONIC-360;2020;12732;Beyaz;6.225.000 TL;05Nisan2023;_stanbul _i_li
Panamera;Panamera 4 Sport Turismo;SS MOTORS BAY_ 2019 PANAMERA4 SPORT TURISMO-MASAJ-_SO_UTMA-%18KDV;2019;45809;Füme;8.750.000 TL;05Nisan2023;_stanbul _i_li
Panamera;Panamera Turbo S;SS MOTORS 2011 PANAMERA TURBOS-MANSORY-SERAM _K-DISTRONC-36.952KM;2011;36952;Siyah;5.500.000 TL;05Nisan2023;_stanbul _i_li
Panamera;Panamera 4S;EVRENSEL MOTORS// 2012 PORSCHE PANAMERA 4S CHRONO // 140.000KM;2012;140.000;Lacivert;3.950.000 TL;05Nisan2023;Ankara Gölba_ı
Cayman;Cayman;ET_LERMOTORS-BAY_ CAYMAN-ISITMA-SES S_STEM_-PARKSENSÖRÜ;2007;110.000;Gri;1.550.000 TL;05Nisan2023;_stanbul Be_ikta_
Taycan;4S Performance Plus;2022 Porsche Taycan 4S Performance Plus 571 Ps Bayi;2022;15493;Gri;7.170.000 TL;05Nisan2023;Aydın Söke
Panamera;Panamera Diesel;AUTO BAYRAM'DAN PORSCHE PANEMARA 300 HP TAM ÖTV HATASIZ 2012;2012;185.000;Siyah;3.500.000 TL;05Nisan2023;Konya Karatay
Taycan;Turbo S;2020PORSCHE TAYCAN TURBO S;2020;25.000;Gri;8.000.000 TL;05Nisan2023;_stanbul Pendik
Taycan;4S Performance Plus;Sahibinden 2021 4S P+ Bayi 3 Yıl Garanti Hatasız;2021;34851;Gümü_ Gri;5.850.000 TL;05Nisan2023;_stanbul Kadıköy
Panamera;Panamera 4S;GARAGE BURSA PORSCHE PANAMERA 4S SPORT D_ZAYN+PDK+SPOR EGSOZ;2020;45068;Beyaz;10.400.000 TL;05Nisan2023;Bursa Nilüfer
911;Carrera 4S;2007 MODEL DO_U_ ÇIKI_LI CHORONO SAAT BOSE SES S_TEM_ BAKIMLI;2007;141.000;Gri;2.325.000 TL;05Nisan2023;Ankara Akyurt
Panamera;Panamera S;2010 PORSCHE PANAMERA S BAY__ PDK HATASIZ 142.000 KM VADE OLUR;2010;142.000;Beyaz;3.050.000 TL;05Nisan2023;_stanbul Ba_cılar
Taycan;Turbo;ZENO MOTORS 2020 PORSCHE TAYCAN TURBO ÖZEL KARM_N KIRMIZI;2020;45063;Kırmızı;5.950.000 TL;05Nisan2023;_stanbul Küçükçekmece
Panamera;Panamera 4 Platinum Edition;EK_NC_LER'DEN BAY_ 2023 PANAMERA 4 PLAT_NUM ED_T_ON+A_RMAT_C+FUL;2022;44963;Siyah;14.950.000 TL;05Nisan2023;_stanbul Ba_cılar
911;Turbo;GALLER_A-2016 PORSCHE 911 TURBO-BOSE-HA_TASIZ-CARBON D_REKS_YON;2016;10262;Siyah;9.850.000 TL;05Nisan2023;_stanbul _i_li
Panamera;Panamera Diesel;2014 MAKYAJLI PORSCHE PANAMERA BAY_ ÇIKI_LI 96 B_N KM;2014;96.000;Beyaz;4.360.000 TL;05Nisan2023;Ankara Çankaya
911;Carrera 4S;EA MOTORS 2012 19 B_NKM CARRERA 4S SOGUTMA BOSE KEYLESS SPOR EGZ;2012;19.000;Beyaz;6.100.000 TL;05Nisan2023;_stanbul Bakırköy
Panamera;Panamera 4S;CAB_R'DEN 2018 PORSCHE PANAMERA 4S 2.9 44.000KM'DE HATASIZ;2018;44.000;Siyah;8.400.000 TL;05Nisan2023;_stanbul Bahçelievler
Panamera;Panamera Diesel;2014 ÇIKI_LI MAKYAJLI YEN_ KASA PANAMERA BAY__;2013;220.000;Beyaz;3.500.000 TL;05Nisan2023;_stanbul Ba_cılar
Panamera;Panamera Diesel;TAV MOTORS'DAN TR TEK 2013 PLAT_NUM CHORONE BOYASIZ _Çi KIRMIZI;2013;134.000;Beyaz;4.099.000 TL;05Nisan2023;_stanbul Gaziosmanpa_a
911;Carrera 4S;^ÇAPO_LU^ ---Carrera 4 S---;2007;130.000;Siyah;2.645.000 TL;05Nisan2023;_stanbul Esenyurt
Panamera;Panamera 4;Rocco Motors 2011 PANAMERA 4 BOYASIZ 183.000 KM VERG_ BARI_LI;2011;183.000;Beyaz;2.750.000 TL;05Nisan2023;Ankara Akyurt
Panamera;Panamera Diesel;ONR'DEN 2012 MODEL PORSCHE PANAMERA D_ESEL;2012;164.000;Beyaz;3.200.000 TL;05Nisan2023;Düzce Merkez
Taycan;4S Performance Plus;ONR'DEN 2021 PORSCHE TAYCAN 4S 22KW PERFORMANCE PLUS;2021;6001;Beyaz;6.750.000 TL;05Nisan2023;Düzce Merkez
Panamera;Panamera 4;_SMA_L ALTIN:2011 PANAMERA 4 4K ISITMA-SO_T_MA-A_RMAT_C BARI_LI;2011;138.000;Beyaz;2.890.000 TL;05Nisan2023;_stanbul Esenyurt
Panamera;Panamera 4S Diesel;DO_U_ ÇIKI_LI SAH_B_NDEN;2017;129.000;Siyah;8.950.000 TL;05Nisan2023;_stanbul Pendik
Panamera;Panamera 4S;INTERCITY2 PORSCHE Panamera 2.9 4S Executive PDK;2016;6225;Siyah;9.900.000 TL;05Nisan2023;_stanbul Tuzla
Taycan;Turbo S;2020 PORSCHE TAYCAN TURBO S SERAM_K-BURMESTER;2020;44932;Gri;6.500.000 TL;05Nisan2023;Ankara Çankaya
Taycan;4S Performance Plus;ERFA PREMIUM 2020 TAYCAN ARKAKS-INNODRIVE-_ISTMA-SGTMA-YLCU EKRAN;2020;9.000;Füme;5.050.000 TL;05Nisan2023;_stanbul Ata_ehir
Boxster;Boxster;SAH_B_NDEN 2008 BOXSTER CHRONO PAKET ÖZEL _Ç RENK;2008;109.000;Siyah;1.525.000 TL;05Nisan2023;Balıkesir Ayvalık
Taycan;Turbo S;_LK SAH_B_NDEN 3280 KM HATASIZ TAYCAN TURBO S (ÖZEL RENK);2020;46813;Ye_il;7.000.000 TL;05Nisan2023;_stanbul Be_ikta_
Panamera;Panamera Diesel;Yavuz Otodan 2013 Boss Pusula Isıtma Bayi Çık Vakum 170.000 km;2013;175.000;Beyaz;3.465.000 TL;05Nisan2023;Balıkesir Karesi
Taycan;4S Performance Plus;Sahibinden do_u_ çıkı_lı kazasız;2020;16772;Siyah;5.400.000 TL;05Nisan2023;_stanbul Be_ikta_
Panamera;Panamera 4S Diesel;2016 HATASIZ/BOYASIZ/ HASAR KAYITSIZ SERV_S BAKIMLI 119 B_N KM;2016;119.000;Siyah;8.650.000 TL;05Nisan2023;Ankara Akyurt
Taycan;4S Performance Plus;ET_LERMOTORS-TAYCAN 4S-PERF.PLUS-BU_RMESTER-SO_UTM_A-CHRONO-BOYASZ;2021;45089;Gri;5.690.000 TL;05Nisan2023;_stanbul Be_ikta_
Panamera;Panamera Diesel;2012 MODEL MASRAFSIZ D_ZEL MARSALA PANAMERA;2012;244.000;Beyaz;2.525.000 TL;05Nisan2023;_zmir Buca
Panamera;Panamera 4;DECIDER'DAN BAY_ 2011 PORSCHE PANAMERA 4 45.000 KM;2011;45.000;Siyah;3.685.000 TL;05Nisan2023;_stanbul Sarıyer
Taycan;4 Cross Turismo;DECIDER'DAN 2022 PORSCHE TAYCAN 4 CROSS TUR_SMO;2022;6001;Gri;6.425.000 TL;05Nisan2023;_stanbul Sarıyer
Taycan;Turbo S;SS MOTORS 2020 PORSCHE TAYCAN TURBO S-YOLCU EKRANI-DISTRONIC-360;2020;12732;Beyaz;6.225.000 TL;05Nisan2023;_stanbul _i_li
Panamera;Panamera 4 Sport Turismo;SS MOTORS BAY_ 2019 PANAMERA4 SPORT TURISMO-MASAJ-_SO_UTMA-%18KDV;2019;45809;Füme;8.750.000 TL;05Nisan2023;_stanbul _i_li
Panamera;Panamera Turbo S;SS MOTORS 2011 PANAMERA TURBOS-MANSORY-SERAM _K-DISTRONC-36.952KM;2011;36952;Siyah;5.500.000 TL;05Nisan2023;_stanbul _i_li
Panamera;Panamera 4S;EVRENSEL MOTORS// 2012 PORSCHE PANAMERA 4S CHRONO // 140.000KM;2012;140.000;Lacivert;3.950.000 TL;05Nisan2023;Ankara Gölba_ı
Cayman;Cayman;ET_LERMOTORS-BAY_ CAYMAN-ISITMA-SES S_STEM_-PARKSENSÖRÜ;2007;110.000;Gri;1.550.000 TL;05Nisan2023;_stanbul Be_ikta_
Taycan;4S Performance Plus;2022 Porsche Taycan 4S Performance Plus 571 Ps Bayi;2022;15493;Gri;7.170.000 TL;05Nisan2023;Aydın Söke
Panamera;Panamera Diesel;AUTO BAYRAM'DAN PORSCHE PANEMARA 300 HP TAM ÖTV HATASIZ 2012;2012;185.000;Siyah;3.500.000 TL;05Nisan2023;Konya Karatay
Taycan;Turbo S;2020PORSCHE TAYCAN TURBO S;2020;25.000;Gri;8.000.000 TL;05Nisan2023;_stanbul Pendik
Taycan;4S Performance Plus;Sahibinden 2021 4S P+ Bayi 3 Yıl Garanti Hatasız;2021;34851;Gümü_ Gri;5.850.000 TL;05Nisan2023;_stanbul Kadıköy
Panamera;Panamera 4S;GARAGE BURSA PORSCHE PANAMERA 4S SPORT D_ZAYN+PDK+SPOR EGSOZ;2020;45068;Beyaz;10.400.000 TL;05Nisan2023;Bursa Nilüfer
911;Carrera 4S;2007 MODEL DO_U_ ÇIKI_LI CHORONO SAAT BOSE SES S_TEM_ BAKIMLI;2007;141.000;Gri;2.325.000 TL;05Nisan2023;Ankara Akyurt
Panamera;Panamera S;2010 PORSCHE PANAMERA S BAY__ PDK HATASIZ 142.000 KM VADE OLUR;2010;142.000;Beyaz;3.050.000 TL;05Nisan2023;_stanbul Ba_cılar
Taycan;Turbo;ZENO MOTORS 2020 PORSCHE TAYCAN TURBO ÖZEL KARM_N KIRMIZI;2020;45063;Kırmızı;5.950.000 TL;05Nisan2023;_stanbul Küçükçekmece
Panamera;Panamera 4 Platinum Edition;EK_NC_LER'DEN BAY_ 2023 PANAMERA 4 PLAT_NUM ED_T_ON+A_RMAT_C+FUL;2022;44963;Siyah;14.950.000 TL;05Nisan2023;_stanbul Ba_cılar
911;Turbo;GALLER_A-2016 PORSCHE 911 TURBO-BOSE-HA_TASIZ-CARBON D_REKS_YON;2016;10262;Siyah;9.850.000 TL;05Nisan2023;_stanbul _i_li
Panamera;Panamera Diesel;2014 MAKYAJLI PORSCHE PANAMERA BAY_ ÇIKI_LI 96 B_N KM;2014;96.000;Beyaz;4.360.000 TL;05Nisan2023;Ankara Çankaya
911;Carrera 4S;EA MOTORS 2012 19 B_NKM CARRERA 4S SOGUTMA BOSE KEYLESS SPOR EGZ;2012;19.000;Beyaz;6.100.000 TL;05Nisan2023;_stanbul Bakırköy
Panamera;Panamera 4S;CAB_R'DEN 2018 PORSCHE PANAMERA 4S 2.9 44.000KM'DE HATASIZ;2018;44.000;Siyah;8.400.000 TL;05Nisan2023;_stanbul Bahçelievler
Panamera;Panamera Diesel;2014 ÇIKI_LI MAKYAJLI YEN_ KASA PANAMERA BAY__;2013;220.000;Beyaz;3.500.000 TL;05Nisan2023;_stanbul Ba_cılar
Panamera;Panamera Diesel;TAV MOTORS'DAN TR TEK 2013 PLAT_NUM CHORONE BOYASIZ _Çi KIRMIZI;2013;134.000;Beyaz;4.099.000 TL;05Nisan2023;_stanbul Gaziosmanpa_a
Taycan;4S Performance Plus;BLC AUTO'DAN 21 ÇIKI_LI PORSCHE TAYCAN 4S PERFORMANCE PLUS BAY_;2020;45188;Beyaz;5.950.000 TL;05Nisan2023;Mersin Yeni_ehir
911;Carrera 4S;^ÇAPO_LU^ ---Carrera 4 S---;2007;130.000;Siyah;2.645.000 TL;05Nisan2023;_stanbul Esenyurt
Panamera;Panamera 4;Rocco Motors 2011 PANAMERA 4 BOYASIZ 183.000 KM VERG_ BARI_LI;2011;183.000;Beyaz;2.750.000 TL;05Nisan2023;Ankara Akyurt
Panamera;Panamera Diesel;ONR'DEN 2012 MODEL PORSCHE PANAMERA D_ESEL;2012;164.000;Beyaz;3.200.000 TL;05Nisan2023;Düzce Merkez
Taycan;4S Performance Plus;ONR'DEN 2021 PORSCHE TAYCAN 4S 22KW PERFORMANCE PLUS;2021;6001;Beyaz;6.750.000 TL;05Nisan2023;Düzce Merkez
Panamera;Panamera 4;_SMA_L ALTIN:2011 PANAMERA 4 4K ISITMA-SO_T_MA-A_RMAT_C BARI_LI;2011;138.000;Beyaz;2.890.000 TL;05Nisan2023;_stanbul Esenyurt
Panamera;Panamera 4S Diesel;DO_U_ ÇIKI_LI SAH_B_NDEN;2017;129.000;Siyah;8.950.000 TL;05Nisan2023;_stanbul Pendik
Panamera;Panamera 4S;INTERCITY2 PORSCHE Panamera 2.9 4S Executive PDK;2016;6225;Siyah;9.900.000 TL;05Nisan2023;_stanbul Tuzla
Taycan;Turbo S;2020 PORSCHE TAYCAN TURBO S SERAM_K-BURMESTER;2020;44932;Gri;6.500.000 TL;05Nisan2023;Ankara Çankaya
Taycan;4S Performance Plus;ERFA PREMIUM 2020 TAYCAN ARKAKS-INNODRIVE-_ISTMA-SGTMA-YLCU EKRAN;2020;9.000;Füme;5.050.000 TL;05Nisan2023;_stanbul Ata_ehir
Boxster;Boxster;SAH_B_NDEN 2008 BOXSTER CHRONO PAKET ÖZEL _Ç RENK;2008;109.000;Siyah;1.525.000 TL;05Nisan2023;Balıkesir Ayvalık
Taycan;Turbo S;_LK SAH_B_NDEN 3280 KM HATASIZ TAYCAN TURBO S (ÖZEL RENK);2020;46813;Ye_il;7.000.000 TL;05Nisan2023;_stanbul Be_ikta_
Panamera;Panamera Diesel;Yavuz Otodan 2013 Boss Pusula Isıtma Bayi Çık Vakum 170.000 km;2013;175.000;Beyaz;3.465.000 TL;05Nisan2023;Balıkesir Karesi
Taycan;4S Performance Plus;Sahibinden do_u_ çıkı_lı kazasız;2020;16772;Siyah;5.400.000 TL;05Nisan2023;_stanbul Be_ikta_
Panamera;Panamera 4S Diesel;2016 HATASIZ/BOYASIZ/ HASAR KAYITSIZ SERV_S BAKIMLI 119 B_N KM;2016;119.000;Siyah;8.650.000 TL;05Nisan2023;Ankara Akyurt
