seri;model;titles;year;km;color;prices;date;location
Panamera;Panamera Diesel;cars of FERRO 2012 PORSCHE PANAMERA ISITMA SOĞUTMA AİR CHRONO;2012.0;268.0;Siyah;2.700.000 TL;06 Nisan;İstanbul
Taycan;4S Performance Plus;2021 Bayii Porsche Taycan 4S Performance Plus Bordo Full++;2020.0;1.001;Siyah;6.250.000 TL;06 Nisan;İstanbul
Panamera;Panamera 4;Nihat.tan Panemera 4 V6 3.6 otomatik çok temiz bakımlı;2011.0;191.2;Beyaz;2.349.500 TL;06 Nisan;Kırklareli
Panamera;Panamera Diesel;SAHİBİNDEN BAYİ ÇIKIŞ MATRİX FAR FUL;2015.0;135.0;Beyaz;4.225.000 TL;06 Nisan;Şanlıurfa
Panamera;Panamera 4;2011 PANAMERA PDK + BOSE + PUSULA + CARBON DİREKSİYON;2011.0;170.0;Siyah;3.010.000 TL;06 Nisan;Antalya
Cayman;Cayman;"""RUN MOTORS"" PORSCHE CAYMAN 2008 165.000 KM BAYİİ";2008.0;165.0;Beyaz;1.360.000 TL;06 Nisan;İstanbul
Taycan;4S Performance Plus;cars of FERRO PORSCHE TAYCAN 4S PERFORMANCE PLUS HEAD-UP 571HP;2020.0;100.0;Füme;5.544.000 TL;06 Nisan;İstanbul
Panamera;Panamera Diesel;KAZASI YOK, DEĞİŞENİ BOYASI YOK,TRAMER KAYDI YOK, ORJİNAL...;2013.0;156.0;Siyah;3.199.000 TL;06 Nisan;Bursa
Panamera;Panamera Diesel;Sıfırdan tek farkı model yılı;2012.0;270.0;Beyaz;2.650.000 TL;06 Nisan;Bursa
911;Carrera 4S;2007 MODEL DOĞUŞ ÇIKIŞLI CHORONO SAAT BOSE SES SİTEMİ BAKIMLI;2007.0;141.0;Gri;2.325.000 TL;05 Nisan;Ankara
Panamera;Panamera S;2010 PORSCHE PANAMERA S BAYİİ PDK HATASIZ 142.000 KM VADE OLUR;2010.0;142.0;Beyaz;3.050.000 TL;05 Nisan;İstanbul
Taycan;Turbo;ZENO MOTORS 2020 PORSCHE TAYCAN TURBO ÖZEL KARMİN KIRMIZI;2020.0;17.May;Kırmızı;5.950.000 TL;05 Nisan;İstanbul
Panamera;Panamera 4 Platinum Edition;EKİNCİLER'DEN BAYİ 2023 PANAMERA 4 PLATİNUM EDİTİON+AİRMATİC+FUL;2022.0;6.Feb;Siyah;14.950.000 TL;05 Nisan;İstanbul
911;Turbo;GALLERİA-2016 PORSCHE 911 TURBO-BOSE-HA­TASIZ-CARBON DİREKSİYON;2016.0;10.262;Siyah;9.850.000 TL;05 Nisan;İstanbul
Panamera;Panamera 4;MGS AUTO 2011 PORSCHE PANAMERA 4 ISITMA&SOGUTMA AIRMATIC BOSE;2011.0;137.98;Beyaz;2.890.000 TL;05 Nisan;İstanbul
Panamera;Panamera Diesel;2014 MAKYAJLI PORSCHE PANAMERA BAYİ ÇIKIŞLI 96 BİN KM;2014.0;96.0;Beyaz;4.290.000 TL;05 Nisan;Ankara
911;Carrera 4S;EA MOTORS 2012 19 BİNKM CARRERA 4S SOGUTMA BOSE KEYLESS SPOR EGZ;2012.0;19.0;Beyaz;6.100.000 TL;05 Nisan;İstanbul
Panamera;Panamera 4S;CABİR'DEN 2018 PORSCHE PANAMERA 4S 2.9 44.000KM'DE HATASIZ;2018.0;44.0;Siyah;8.400.000 TL;05 Nisan;İstanbul
Panamera;Panamera Diesel;2014 ÇIKIŞLI MAKYAJLI YENİ KASA PANAMERA BAYİİ;2013.0;220.0;Beyaz;3.500.000 TL;05 Nisan;İstanbul
Panamera;Panamera Diesel;TAV MOTORS'DAN TR TEK 2013 PLATİNUM CHORONE BOYASIZ İÇi KIRMIZI;2013.0;134.0;Beyaz;4.099.000 TL;05 Nisan;İstanbul
911;Carrera 4S;^ÇAPOĞLU^ ---Carrera 4 S---;2007.0;130.0;Siyah;2.640.000 TL;05 Nisan;İstanbul
Panamera;Panamera Diesel;ONR'DEN 2012 MODEL PORSCHE PANAMERA DİESEL;2012.0;164.0;Beyaz;3.200.000 TL;05 Nisan;Düzce
Taycan;4S Performance Plus;ONR'DEN 2021 PORSCHE TAYCAN 4S 22KW PERFORMANCE PLUS;2021.0;6.001;Beyaz;6.750.000 TL;05 Nisan;Düzce
Panamera;Panamera 4;İSMAİL ALTIN:2011 PANAMERA 4 4K ISITMA-SOĞT­MA-AİRMATİC BARIŞLI;2011.0;138.0;Beyaz;2.890.000 TL;05 Nisan;İstanbul
Panamera;Panamera 4S Diesel;DOĞUŞ ÇIKIŞLI SAHİBİNDEN;2017.0;129.0;Siyah;9.200.000 TL;05 Nisan;İstanbul
Panamera;Panamera 4S;INTERCITY2 PORSCHE Panamera 2.9 4S Executive PDK;2016.0;6.225;Siyah;9.900.000 TL;05 Nisan;İstanbul
Taycan;Turbo S;2020 PORSCHE TAYCAN TURBO S SERAMİK-BURMESTER;2020.0;6.Jan;Gri;6.500.000 TL;05 Nisan;Ankara
Taycan;4S Performance Plus;ERFA PREMIUM 2020 TAYCAN ARKAKS-INNODRIVE-­ISTMA-SGTMA-YLCU EKRAN;2020.0;9.0;Füme;5.050.000 TL;05 Nisan;İstanbul
Boxster;Boxster;SAHİBİNDEN 2008 BOXSTER CHRONO PAKET ÖZEL İÇ RENK;2008.0;109.0;Siyah;1.525.000 TL;05 Nisan;Balıkesir
Taycan;Turbo S;İLK SAHİBİNDEN 3280 KM HATASIZ TAYCAN TURBO S (ÖZEL RENK);2020.0;Mar.28;Yeşil;7.000.000 TL;05 Nisan;İstanbul
Panamera;Panamera Diesel;Yavuz Otodan 2013 Boss Pusula Isıtma Bayi Çık Vakum 170.000 km;2013.0;175.0;Beyaz;3.465.000 TL;05 Nisan;Balıkesir
Panamera;Panamera 4S Diesel;2016 HATASIZ/BOYASIZ/ HASAR KAYITSIZ SERVİS BAKIMLI 119 BİN KM;2016.0;119.0;Siyah;8.650.000 TL;05 Nisan;Ankara
Taycan;4S Performance Plus;ETİLERMOTORS-TAYCAN 4S-PERF.PLUS-BU­RMESTER-SOĞUTM­A-CHRONO-BOYASZ;2021.0;12.Jun;Gri;5.690.000 TL;05 Nisan;İstanbul
Panamera;Panamera Diesel;2012 MODEL MASRAFSIZ DİZEL MARSALA PANAMERA;2012.0;244.0;Beyaz;2.525.000 TL;05 Nisan;İzmir
Panamera;Panamera 4;DECIDER'DAN BAYİ 2011 PORSCHE PANAMERA 4 45.000 KM;2011.0;45.0;Siyah;3.685.000 TL;05 Nisan;İstanbul
Taycan;Turbo S;SS MOTORS 2020 PORSCHE TAYCAN TURBO S-YOLCU EKRANI-DISTRONIC-360;2020.0;12.732;Beyaz;6.225.000 TL;05 Nisan;İstanbul
Panamera;Panamera 4 Sport Turismo;SS MOTORS BAYİ 2019 PANAMERA4 SPORT TURISMO-MASAJ-­SOĞUTMA-%18KDV;2019.0;Jun.25;Füme;8.750.000 TL;05 Nisan;İstanbul
Panamera;Panamera Turbo S;SS MOTORS 2011 PANAMERA TURBOS-MANSORY-SERAM İK-DISTRONC-36.952KM;2011.0;36.952;Siyah;5.500.000 TL;05 Nisan;İstanbul
718;Boxster;HANCAR MOTORS -718 BOXSTER-20'J­ANT-ADAPTİF FAR-NAVİGSY­ON-ORJİNAL;2016.0;48.5;Mavi;3.990.000 TL;05 Nisan;İstanbul
Panamera;Panamera 4S;EVRENSEL MOTORS// 2012 PORSCHE PANAMERA 4S CHRONO // 140.000KM;2012.0;140.0;Lacivert;3.950.000 TL;05 Nisan;Ankara
Cayman;Cayman;ETİLERMOTORS-BAYİ CAYMAN-ISITMA-SES SİSTEMİ-PARKSENSÖRÜ;2007.0;110.0;Gri;1.550.000 TL;05 Nisan;İstanbul
Taycan;4S Performance Plus;2022 Porsche Taycan 4S Performance Plus 571 Ps Bayi;2022.0;Jun.42;Gri;6.990.000 TL;05 Nisan;Aydın
Panamera;Panamera Diesel;AUTO BAYRAM'DAN PORSCHE PANEMARA 300 HP TAM ÖTV HATASIZ 2012;2012.0;185.0;Siyah;3.500.000 TL;05 Nisan;Konya
Taycan;Turbo S;2020PORSCHE TAYCAN TURBO S;2020.0;25.0;Gri;8.000.000 TL;05 Nisan;İstanbul
Taycan;4S Performance Plus;Sahibinden 2021 4S P+ Bayi 3 Yıl Garanti Hatasız;2021.0;Jun.95;Gümüş Gri;5.850.000 TL;05 Nisan;İstanbul
911;Carrera S;ER OTO 2012 PORSCHE 911 CARRERA S CABRİO VERGİ BARIŞLI;2012.0;101.3;Beyaz;6.150.000 TL;05 Nisan;İstanbul
Panamera;Panamera 4S;GARAGE BURSA PORSCHE PANAMERA 4S SPORT DİZAYN+PDK+SPOR EGSOZ;2020.0;22.May;Beyaz;10.400.000 TL;05 Nisan;Bursa
Taycan;Turbo;DOGUS CIKISLI TAYCAN TURBO LACIVERT ICI KIRMIZI HATASIZ;2021.0;14.May;Lacivert;6.750.000 TL;04 Nisan;Ankara
Taycan;Turbo S;ALKAN AŞ 2021 TAYCAN TURBO S-BURMESTER-YOLCU EKRANI-ARKA AKS-FUL;2021.0;Jun.95;Füme;7.950.000 TL;04 Nisan;Ankara
Panamera;Panamera S;İNTİKAL MOTORS' 2010 PORSCHE PANAMERA S BAYİ ÇIKIŞLI...;2010.0;135.0;Beyaz;3.350.000 TL;04 Nisan;İstanbul
911;Carrera 4;"NASYONEL BAYİ 4WD BOSE 20""JANT ISITMA SUNROOF CHRONO PADDLESHIFT";2008.0;80.501;Siyah;3.295.000 TL;04 Nisan;İstanbul
Panamera;Panamera Diesel;HATASIZ 2012 PORSHE PANERAMA TAM ÖTV;2012.0;260.0;Beyaz;2.660.000 TL;04 Nisan;Hatay
Taycan;Turbo;DOKTORDAN, İLK SAHİBİNDEN, HATASIZ,BAYİ ÇIKIŞLI, DOLU + TURBO...;2021.0;16.0;Gümüş Gri;7.750.000 TL;04 Nisan;Bursa
911;Turbo;SS MOTORS 2010 PORSCHE 911 TURBO-CHRONO-SOĞ­UTMA-BOSE-57.469 KM;2010.0;57.469;Gri;6.350.000 TL;04 Nisan;İstanbul
Panamera;Panamera 4;BAYİ/ÖZEL RENK/BOSE/TUBİ/C­HRONO/MARSHALA-B­EJ/VAKUM/ELK.BGJ;2011.0;178.0;Bordo;3.000.000 TL;04 Nisan;İstanbul
Panamera;Panamera Diesel;GÖKTAŞ AUTO 2012 MODEL PORSCHE PANAMERA GTS TAMPON-ISITMA-AİR;2012.0;160.0;Gri;2.675.000 TL;04 Nisan;İzmir
Panamera;Panamera 4;"""BEKERECi'den Panamera 4, Multimedia, Carbon, iÇi Bej, 300Hp...";2011.0;165.0;Siyah;2.200.000 TL;04 Nisan;Gaziantep
Taycan;4S Performance Plus;Venisa'dan TAYCAN 4S PERFORMANCE PLUS Sport Chrono+Arka Aks;2020.0;16.May;Beyaz;4.935.000 TL;04 Nisan;İstanbul
Taycan;Turbo S;YENİKÖY MOTORS 2020 PORSCHE TAYCAN TURBO S- KARBON - BOSE - BAYİ;2020.0;8.0;Siyah;8.450.000 TL;04 Nisan;İstanbul
Panamera;Panamera 4;KUPON AUTO'dan HATASIZ/BOYASIZ /TRAMERSİZ/BAYİİ /MARSHALA/VAKUM;2011.0;158.9;Beyaz;3.000.000 TL;04 Nisan;Kastamonu
Panamera;Panamera Diesel;2014_LED MATRIX_AIRMATIC_CRO­NO_BOSE_CARBON_RED EDITION_300 HP;2014.0;144.0;Siyah;4.037.500 TL;04 Nisan;İstanbul
Panamera;Panamera Diesel;2012 MODEL PORCSHE PANAMERA TAM DOLU;2012.0;259.0;Beyaz;2.725.000 TL;04 Nisan;Ankara
Panamera;Panamera Diesel;AKTAR'AUTO' 2012 PORSCHE PANAMERA KOLTUK ISITMA+SOĞU­TMA+PUSULA;2012.0;198.0;Siyah;2.900.000 TL;04 Nisan;İstanbul
Taycan;4S Performance Plus;2020 MODEL HATASIZ TAYCAN 4S PERFORMANCE PLUS 5000 KM DE;2020.0;5.0;Beyaz;4.995.000 TL;04 Nisan;Antalya
Panamera;Panamera Diesel;GTS KEYLESS SOĞUTMA CHRONO TV AIR PUSULA V. BARIŞ TAKSİT İMKANI;2012.0;330.0;Beyaz;2.440.000 TL;04 Nisan;İzmir
Taycan;4S Performance Plus;KMR MOTORS 2022 PORSCHE TAYCAN 4S PERFORMANCE PLS BOSE SGTM BAYİ;2022.0;9.0;Gümüş Gri;6.995.000 TL;04 Nisan;İstanbul
Panamera;Panamera 4;TR TEK LAFTA DEĞİL;2011.0;155.0;Beyaz;2.750.000 TL;04 Nisan;Gaziantep
911;Turbo;TK motors - 2002 PORSCHE 911 TURBO (996/2);2002.0;106.5;Siyah;4.250.000 TL;04 Nisan;İstanbul
911;Carrera 4;TK motors- 1997 PORSCHE 911 CABRİO CARRERA 4 (993/2);1997.0;24.0;Gümüş Gri;10.050.000 TL;04 Nisan;İstanbul
718;Boxster;BAYİİ/LACİVERT TENTE/2018 718 BOXSTER CABRİO/ISITMA/12.000 KM;2018.0;12.0;Gri;4.375.000 TL;04 Nisan;İstanbul
Panamera;Panamera 4S;VEGA' 2013 PANAMERA 4S 420HP BOYASZ 75.000KM MAKYAJLI-BAYİ-FULL+;2013.0;75.0;Siyah;4.950.000 TL;04 Nisan;İstanbul
Panamera;Panamera 4S;VİENNA MOTORS'DAN HATASIZ BAYİ FACELİFT 4S VAKUM SOĞUTMA ISITMA;2012.0;165.0;Beyaz;3.850.000 TL;04 Nisan;İzmir
Taycan;4S Performance Plus;BAYİ 2023 ÇIKIŞLI PORSCHE TAYCAN 4S PERFORMANCE PLUS;2022.0;6.001;Siyah;7.100.000 TL;04 Nisan;Mardin
911;Carrera 4S;HATASIZ-BOYAS­IZ-TRAMERSİZ - VERGİ BARIŞLI 911 CABRİO 4S;2013.0;57.0;Beyaz;7.950.000 TL;04 Nisan;Ankara
Panamera;Panamera Diesel;LİON MOTORS-2013 PANAMERA 3.0-SGTM-4BLGE-BO­SE-AİRMTC-V.BRŞLI;2013.0;250.0;Beyaz;2.799.500 TL;04 Nisan;İstanbul
Cayman;Cayman;GARANTİLİ DOĞUŞ ÇIKIŞLI 2015 KIRMIZI CAYMAN;2015.0;78.0;Kırmızı;4.050.000 TL;04 Nisan;İstanbul
Panamera;Panamera Diesel;175 KM DE BOSS SES SİSTEMİ 4 BÖLGE ISITMA SOĞUTMA VS VS;2012.0;175.0;Beyaz;3.100.000 TL;04 Nisan;Eskişehir
Panamera;Panamera 4S;PANAMERA 4S 2 YIL GARANTİLİ DOĞUŞ BAYİ ÇIKIŞLI;2016.0;79.0;Beyaz;9.650.000 TL;04 Nisan;Sivas
911;Carrera 4S;2021 PORSCHE 911 CARRERA 4S PDK-LIFT-SO ĞUTMA-SPOR EGZOZ-RADAR;2021.0;25.0;Siyah;13.750.000 TL;04 Nisan;İstanbul
Panamera;Panamera Diesel;Porshe Panamera 3.0 DİZEL;2013.0;245.0;Siyah;3.575.000 TL;04 Nisan;Kırklareli
Panamera;Panamera 4 Sport Turismo;SS MOTORS BAYİ 2018 PANAMERA4 SPORT TURISMO-AIR­MATIC-SPOR EGZOZ;2018.0;30.759;Füme;8.000.000 TL;04 Nisan;İstanbul
Panamera;Panamera 4S;ULUS MOTORS 2021 PORSCHE PANAMERA 4S - ARKA AKS - 6.060 KM;2021.0;6.Jun;Füme;10.500.000 TL;04 Nisan;İstanbul
Panamera;Panamera Diesel;BEST OTODAN BAYİ ÇIKIŞLI YENİ KASA MAKYAJLI PANAMERA HATASIZ;2013.0;215.0;Siyah;3.470.000 TL;04 Nisan;İstanbul
Panamera;Panamera Diesel;Hatasız boyasız tramersiz..;2012.0;228.12;Siyah;2.750.000 TL;04 Nisan;Kahramanmaraş
Boxster;Boxster;HATASIZ BOYASIZ TRAMERSİZ FULL YETKİLİ SERVİS BAKIMLI;2014.0;153.0;Beyaz;2.850.000 TL;04 Nisan;İstanbul
Boxster;Boxster;-EMA LUXURY'DEN-2014 BAYİ HATASIZ 55.000 KM ÖZEL RENK+ISITMA..!;2014.0;55.0;Lacivert;3.350.000 TL;04 Nisan;Bursa
Boxster;Boxster;Red Porsche Cabro;2017.0;72.0;Kırmızı;3.650.000 TL;04 Nisan;Antalya
Panamera;Panamera Diesel;BOSE VAKUM ISITMA SOĞUTMA AİR MAKYAJLI KASA 176 BİNDE;2013.0;176.0;Beyaz;2.200.000 TL;03 Nisan;İstanbul
Panamera;Panamera 4S Diesel;''''GARDEN'''' 2017 PANAMERA 4S DIESEL MULTIMEDIA BOSE;2017.0;25.Dec;Beyaz;9.750.000 TL;03 Nisan;İstanbul
Panamera;Panamera 4S Diesel;BOYASIZ 4S DİZEL AİR ISITMA SOĞUTMA VAKUM İÇİ KIRMIZI ARKA AKS;2017.0;125.0;Siyah;8.850.000 TL;03 Nisan;Antalya
Taycan;4S Performance Plus;TAYCANIN DOĞUŞ GARANTİLİ EN DOLUSU;2020.0;40.0;Beyaz;5.950.000 TL;03 Nisan;İstanbul
Panamera;Panamera Diesel;YENİ KASA PORSCHE PANAMERA 3.0 D HATASIZ BOYASIZ...;2013.0;105.0;Beyaz;4.050.000 TL;03 Nisan;Kocaeli
Panamera;Panamera Diesel;2013 MAKYAJLI PORSCHE PANAMERA 3.0 DİESEL **EĞLENCE PAKETLİ**;2013.0;165.0;Beyaz;3.750.000 TL;03 Nisan;İstanbul
Panamera;Panamera Diesel;OTOZEN GARAJ PORSCHE PANAMERA BAYİİ GARANTİLİ 175000 KM DİZEL;2012.0;175.0;Beyaz;2.930.000 TL;03 Nisan;Ankara
Boxster;Boxster;SAHİBİNDEN 1997 2.5 TİPTRONİC 986 PORSCHE BOXSTER;1997.0;141.585;Siyah;1.250.000 TL;03 Nisan;Adana
Taycan;Turbo;Sıfır gibi;2020.0;7.0;Siyah;6.700.000 TL;03 Nisan;İstanbul
Panamera;Panamera Diesel;2012 MODEL PORSCHE PANAMERA DİESEL HATASIZ BOYASIZ DEĞİŞENSİZ;2012.0;215.0;Beyaz;2.950.000 TL;03 Nisan;Ankara
Panamera;Panamera Diesel;Auto barok;2012.0;224.0;Beyaz;3.500.000 TL;03 Nisan;Bursa
Panamera;Panamera Diesel;SAHİBİNDEN 2013 BAYİ PANAMERA DİESEL;2013.0;223.0;Siyah;3.600.000 TL;03 Nisan;Antalya
Panamera;Panamera Diesel;YENİ KASA MAKYAJLI VERGİ BARIŞLI TÜRKİYEDE EMSALİ YOK;2012.0;247.0;Siyah;2.600.000 TL;03 Nisan;Mersin
Panamera;Panamera 4;RichieRichie Cars 2011 PANAMERA 4 3.6 V6 BAYİİ BOYASIZ 60.000KM;2011.0;60.0;Siyah;3.119.900 TL;03 Nisan;İstanbul
Boxster;Boxster;TANER MOTORS&İNŞAAT PORSCHE BOXSTER;2014.0;220.0;Beyaz;4.250.000 TL;03 Nisan;Antalya
Boxster;S;HATASIZ BOYASIZ TRAMERSİZ Boxster S - 3,2 lt 285 hp + HARDTOP;2005.0;135.0;Siyah;1.877.000 TL;03 Nisan;İzmir
Panamera;Panamera 4S;CENKAR-PORSCHE PANEMARA 400 HP 4S V8 PDK BAYİ 2011;2011.0;168.0;Siyah;2.350.000 TL;03 Nisan;Ankara
Taycan;4 Cross Turismo;2022 BAYİ 4CROSS/SPOR SES/21'JANT/BO­SE/AIRMATIC/SO ĞUTMA%18KDV'Lİ;2022.0;6.Feb;Gri;6.850.000 TL;03 Nisan;Afyonkarahisar
Panamera;Panamera Diesel;SAHİBİNDEN BAYİ ÇIKIŞLI SERVİS BAKIMLI TEMİZ PANAMERA;2015.0;69.0;Siyah;5.750.000 TL;03 Nisan;İstanbul
Panamera;Panamera 4;-CGR MOTORS- PORSCHE PANAMERA 4 3.6 V6 BAYİ,CARBN,­PUSULA,LED FAR;2011.0;285.0;Beyaz;2.375.000 TL;03 Nisan;İstanbul
Panamera;Panamera 4 Platinum Edition;'PEUGEOT BAYKAR' 2022 BAYİİ PANAMERA 4 PLATINIUM EDITION;2022.0;6.111;Siyah;13.250.000 TL;03 Nisan;Bursa
Taycan;4S Performance Plus;PORSCHE TAYCAN 2020 4S PERFORMANCE PLUS;2020.0;7.May;Siyah;7.000.000 TL;03 Nisan;Bursa
Panamera;Panamera Diesel;BAYİ ÇIKIŞLI BAYİ BAKIMLI HATASIZ BOYASIZ PORSCHE PANAMERA;2013.0;178.0;Kahverengi;4.000.000 TL;03 Nisan;İstanbul
Panamera;Panamera Diesel;BAYİÇIKIŞLI PANAMERA 92.000 KM HATASIZ BOYASIZ TRAMERSIZ;2014.0;92.0;Siyah;4.575.000 TL;03 Nisan;İstanbul
Panamera;Panamera Diesel;-NCR- PORSCHE PANAMERA 3.0 AİR-SOĞUTMA-PUSULA TAM DOLU;2012.0;252.0;Beyaz;3.050.000 TL;03 Nisan;Konya
Boxster;S;Sahibinden Porsche Boxter S 3.2 Otomatik;2000.0;174.0;Gümüş Gri;1.210.000 TL;03 Nisan;İstanbul
Taycan;4S;AYTAÇ AUTO'DAN KEFİLSİZ EVRAKSIZ 20 DK DA KREDİ İMKANI.;2020.0;26.0;Gri;5.450.000 TL;03 Nisan;İstanbul
Panamera;Panamera 4S;BT MOTORS PANAMERA 4S 4.8 V8 400 HP PDK BAYİ AIR CHRONO KARBON;2010.0;112.0;Kahverengi;2.490.000 TL;03 Nisan;İstanbul
718;Boxster;"SS MOTORS 2017 PORSCHE 718 BOXSTER-CHRO­NO-BOSE-20"" JANT";2017.0;66.289;Beyaz;3.695.000 TL;03 Nisan;İstanbul
Taycan;4S Performance Plus;DOĞUŞ GARANTİLİ,HATASIZ,4S P.PLUS,TRÜF,MAS­AJ,SOĞUTMA-ARKA AKS;2020.0;33.0;Siyah;5.550.000 TL;03 Nisan;Ankara
911;Carrera S;| UNIQ AUTO | 2012 911 CARRERA S CHRONO BOSE CARPLAY 20'' BOYASZ;2012.0;59.0;Siyah;5.870.000 TL;03 Nisan;İstanbul
Panamera;Panamera Diesel;KOYUNCU AUTO BAYİ 2015 PANAMERA DİESEL HATASIZ ORJİNAL TAM DOLU;2015.0;120.0;Beyaz;4.850.000 TL;03 Nisan;Mersin
Taycan;4S Performance Plus;SAHİBİNDEN 2020 ARKA AKS-YOLCU EKRANI- SPORT DESİGN-SOĞUTMA;2020.0;35.0;Siyah;5.175.000 TL;03 Nisan;İstanbul
Panamera;Panamera Diesel;EKSPRES PLAZA'DAN 2012 PORSCHE PANAMERA 3.0 D DOĞUŞ ÇIKIŞLI;2012.0;210.0;Siyah;2.550.000 TL;03 Nisan;Gaziantep
911;Carrera 4S;- YENİKÖY MOTORS İZMİR - 2013 PORSCHE 911 CARRERA 4S - CHRONO;2013.0;102.0;Beyaz;6.350.000 TL;03 Nisan;İzmir
Panamera;Panamera Diesel;2012 Panamera Diesel 160.000 KM (Isıtma,Soğutma)Full Estetik Hdy;2012.0;160.0;Siyah;2.800.000 TL;03 Nisan;Denizli
Panamera;Panamera Diesel;HK MOTORS//3.0 DİZEL//BAYİİ//İÇİ BEJ//PANAMERA//;2012.0;290.0;Beyaz;2.600.000 TL;03 Nisan;Kahramanmaraş
Panamera;Panamera 4;BAYİ 2011 PANAMERA 3.6 4_SUNROOF_BOSE_GARAN­TI_59.000KM_HATASIZ;2011.0;59.0;Beyaz;3.295.000 TL;03 Nisan;İstanbul
Taycan;4S Performance Plus;YENİKÖY MOTORS İZMİR - 2020 PORSCHE TAYCAN 4S - ARKA AKS - BOSE;2020.0;0.0;Beyaz;6.100.000 TL;03 Nisan;İzmir
Taycan;4S Performance Plus;2020 PORSCHE TAYCAN 4S PERFORMANCE PLUS+SPORT CHRONO+ARKA AKS FL;2020.0;9.0;Siyah;5.990.000 TL;03 Nisan;İstanbul
Panamera;Panamera Diesel;2013 PORSCHE PANAMERA DİESEL AİRMATİC+ISI­TMA+SOĞUTMA;2013.0;219.0;Beyaz;3.480.000 TL;03 Nisan;Ankara
Panamera;Panamera Diesel;KARDAŞ MOTORS 2017 GÖRÜNÜM PANAMERA DİZEL EMSALSİZ;2012.0;235.0;Siyah;3.010.000 TL;03 Nisan;İstanbul
Panamera;Panamera 4S;MK MOTORSDAN 2012 BAYİ 37 BİN KM'DE PANAMERA 4S SOĞUTMA+BOSE;2012.0;37.0;Siyah;3.650.000 TL;03 Nisan;İstanbul
Panamera;Panamera Diesel;KARACAK EXCLUSİVE'DEN BAYİ ÇIKIŞLI HATASIZ BOYASIZ TRAMERSİZ;2015.0;168.0;Siyah;4.820.000 TL;03 Nisan;Afyonkarahisar
Panamera;Panamera Diesel;PORSCHE PANEMERA HATASIZ BOYASIZ BAYİ MAKYAJLI ISITMA-SOĞUTMA;2013.0;198.0;Siyah;3.840.000 TL;03 Nisan;Ankara
Panamera;Panamera Diesel;2017ÇIKIŞLI HATASIZ 300HP ISITMA SOĞUTMA KÖRNKTA KARBN FULL+FULL;2015.0;149.0;Siyah;5.075.000 TL;03 Nisan;İzmir
911;Carrera 4S;-GARAGE 2008 PORSCHE 911 CARRERA 4S/BOSE/CHRONO/BAYİ;2008.0;68.64;Siyah;3.650.000 TL;02 Nisan;İstanbul
Panamera;Panamera 4 Platinum Edition;EDITION 2022 PANAMERA 4/MASAJ/AKS/­SOĞUTMA/SPOR EGSOZ;2022.0;6.001;Siyah;12.100.000 TL;02 Nisan;İstanbul
Panamera;Panamera Diesel;2012 polş Panemera platinum editlon ful paket;2012.0;171.0;Beyaz;3.650.000 TL;02 Nisan;İzmir
Panamera;Panamera Diesel;2014 PANAMERA DİESEL BAYİ-CHRONO-CARBON-4­ISITMA-300HP-20JANT;2014.0;140.0;Siyah;4.050.000 TL;02 Nisan;Manisa
Panamera;Panamera 4S;BT MOTORS 2011 PANAMERA 4S CRONO AIRMATIC SOĞUTMA VERGİ BARIŞLI;2011.0;125.0;Beyaz;2.590.000 TL;02 Nisan;İstanbul
911;Turbo S;GENÇLER PLAZA-2018-911 -TURBOS-BAYİ-9 .800KM-GARANTİ DVM-BURMESTER;2018.0;9.Aug;Gri;15.850.000 TL;02 Nisan;Ankara
Panamera;Panamera Diesel;2015 HATASIZ PORSCHE PANAMERA BAYİ ÇIKIŞLI DİESEL 300HP TAMDOLU;2015.0;140.5;Beyaz;4.290.000 TL;02 Nisan;İzmir
911;Carrera 4 GTS;MARS CAR DAN 2022 CARRERA 4 GTS CABRIO-LFT-CAR­BN-SĞTM-SPREGZ %18;2022.0;0.0;Siyah;15.950.000 TL;02 Nisan;İstanbul
Taycan;4S Performance Plus;Türkiye'deki en ucuz, en düşük km Doğuş çıkışlı Sahibinden;2021.0;1.001;Siyah;6.295.000 TL;02 Nisan;İstanbul
Taycan;4S;Hatasız 2021 bayi;2021.0;35.0;Beyaz;6.100.000 TL;02 Nisan;İstanbul
Taycan;Turbo S;TEBEŞİR TURBO S EXTRALI HEAD+BURMS.+AKS+OTON­+SERAMİK+SOĞT.+360++;2021.0;6.Jan;Gri;10.450.000 TL;02 Nisan;İstanbul
Panamera;Panamera Diesel;Sahibinden Bakımları Yeni Yapılmış Makyajlı Kasa Panemare;2013.0;183.5;Beyaz;3.720.000 TL;02 Nisan;Antalya
Panamera;Panamera Diesel;HATASIZ BOYASIZ BAYİ MARSHALA 184.000 KMde GARAJ ARABASI;2012.0;184.0;Beyaz;2.965.000 TL;02 Nisan;İstanbul
718;Cayman;''ERN MOTORS''PORSCHE CAYMAN 2.0 PDK DOĞUŞ ÇIKIŞLI VE BAKIMLI;2020.0;18.0;Gri;5.150.000 TL;02 Nisan;İstanbul
718;Cayman;EMA MOTORS''2017 BAYİ 718 CAYMAN CHRONO SPOR EGZOZ HATASIZ PDK;2017.0;39.0;Gri;4.119.900 TL;02 Nisan;İstanbul
Panamera;Panamera Diesel;2012 PORSHE PANAMERA DİESEL HATASIZ BOYASIZ TAM ÖTV;2012.0;310.0;Beyaz;2.600.000 TL;02 Nisan;Ankara
