seri,model,titles,year,km,color,prices,date,location,"seri,model,titles,year,km,color,prices,date,location,""seri,model,titles,year,km,color,prices,date,location"""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,ATASOY 2012 PANAMERA /AIRMATIC/I­SITMA/SPORT PLUS/BOSE FULL...,2012.0,146.122,Beyaz,2.850.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Ankara"""
,,,,,,,,,",,,,,,,,,""Gölbaşı"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,SAVAŞ AUTODAN KUSURSUZ TEMİZLİKTE BAYİ 185 BİNDE,2012.0,185.0,Beyaz,2.775.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Bağcılar"""""""
,,,,,,,,,",,,,,,,,,""Taycan,Turbo S,POYRAZDAN 2020 PORSCHE TAYCAN TURBO S-BAYİ ÇIKIŞLI,2020.0,16.0,Füme,8.500.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Antalya"""
,,,,,,,,,",,,,,,,,,""Kepez"""""""
,,,,,,,,,",,,,,,,,,""911,Carrera 4S,GALLERIA-2021 PORSCHE CARRERA 4S-DISTRONIC -ISITMA-SPOR EGZOZ,2021.0,6.5,Siyah,13.900.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Şişli"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,2012 PANAMERA DIESEL BAYİİ ÇIKIŞLI HATASIZ BOYASIZ,2012.0,270.0,Gri,2.430.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Ankara"""
,,,,,,,,,",,,,,,,,,""Çankaya"""""""
,,,,,,,,,",,,,,,,,,""911,Carrera 4,MANUEL VITESLI SPECİAL EDITION,1999.0,116.0,Siyah,2.150.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Sarıyer"""""""
,,,,,,,,,",,,,,,,,,""Taycan,Turbo,AB MOTOR'S TAYCAN TURBO SİYAH İÇİ KIRMIZI,2020.0,39.0,Siyah,4.825.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Kadıköy"""""""
,,,,,,,,,",,,,,,,,,""Taycan,Turbo S,EA MOTORS 2020 TAYCAN 761HP KARBON/SOĞUTMA/ARKA AKS/SERAMIK FREN,2020.0,18.45,Siyah,6.250.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Bakırköy"""""""
,,,,,,,,,",,,,,,,,,""718,Cayman,''ERN MOTORS''PORSCHE CAYMAN 2.0 PDK DOĞUŞ ÇIKIŞLI VE BAKIMLI,2020.0,18.0,Gri,4.595.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Esenyurt"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,VERGİ BARİSLİ SAHİBİNDEN HATASİZ,2012.0,135.0,Siyah,3.295.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Ataşehir"""""""
,,,,,,,,,",,,,,,,,,""911,Turbo,ARS MOTORS 2001 *BAYİ* PORSCHE 911 TURBO 3.6 420HP 68.150 KM,2001.0,68.15,Siyah,4.025.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Beşiktaş"""""""
,,,,,,,,,",,,,,,,,,""Taycan,Taycan,ATLAS MOTORS Hatasız Porsche Taycan,2021.0,25.0,Beyaz,4.885.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Sakarya"""
,,,,,,,,,",,,,,,,,,""Adapazarı"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4S Performance Plus,BAYİ 2021 TAYCAN 4S PERFORMANCE PLUS BOSE AİRMATİC ISITMA HAFIZA,2021.0,21.5,Gri,5.500.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İzmir"""
,,,,,,,,,",,,,,,,,,""Gaziemir"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,2014 MODEL PORSCHE PANAMERA 3.0 DİESEL ÖZEL İTALAT TAM ÖTV,2014.0,170.0,Siyah,3.750.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Antalya"""
,,,,,,,,,",,,,,,,,,""Konyaaltı"""""""
,,,,,,,,,",,,,,,,,,""911,Carrera,993 CARRERA 7.800KM 1997 GEN 2 BAYİ ÇIKIŞLI NADİDE KOLLEKSİYON,1997.0,7.8,Beyaz,12.400.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Kadıköy"""""""
,,,,,,,,,",,,,,,,,,""Cayman,Cayman,BAYİİ ÇIKIŞLI-87.5­00KM-PORSCHE CAYMAN-2.9-PDK -265HP-CHRONO,2011.0,87.5,Füme,2.225.500 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Sarıyer"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,HATASIZ BOYASIZ TR NİN EN UCUZU,2012.0,237.0,Siyah,2.645.000 TL,""""27 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Batman"""
,,,,,,,,,",,,,,,,,,""Merkez"""""""
,,,,,,,,,",,,,,,,,,""Taycan,Turbo S,DOĞUŞ BAYİ ÇIKIŞLI ÖZEL SİPARİŞ HATASIZ BOYASIZ -KARBON-ARKA AKS,2020.0,15.0,Beyaz,6.750.000 TL,""""26 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Samsun"""
,,,,,,,,,",,,,,,,,,""İlkadım"""""""
,,,,,,,,,",,,,,,,,,""Taycan,Turbo,LEGENDS 2021 PORSCHE TAYCAN TURBO - ÖZEL ÜRETİM SPORT DESIGN PKT,2021.0,22.5,Siyah,6.550.000 TL,""""26 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Bayrampaşa"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera GTS,PORCHE PANAMERA GRAND GT TECHART 4.8 V8 NO.74 -PDK-580 HP...,2010.0,99.0,Gri,4.455.555 TL,""""26 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Çekmeköy"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera 4,*KRAL GARAJ*DAHA DOLUSU YOK..TAMPONLAR DAHİL BOYASIZ..PANAMERA 4,2011.0,117.0,Beyaz,3.400.000 TL,""""26 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Kütahya"""
,,,,,,,,,",,,,,,,,,""Merkez"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4 Cross Turismo,l ATY l Porsche Taycan Cross Turismo - 2022 - BAYİİ,2021.0,7.7,Lacivert,6.900.000 TL,""""26 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Ankara"""
,,,,,,,,,",,,,,,,,,""Çankaya"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,--ACARLAR MOTORS--2011 PANAMERA 3.0D TİPTRONİC ISTM CHRONO BAYİ,2011.0,228.186,Siyah,2.450.000 TL,""""26 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Konya"""
,,,,,,,,,",,,,,,,,,""Selçuklu"""""""
,,,,,,,,,",,,,,,,,,""911,Carrera 4 GTS,BARAN MOTORS 2022 CARRERA 4GTS CABRIO AIRMATIC - LIFT - CARBON,2022.0,6.8,Siyah,15.900.000 TL,""""26 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Beşiktaş"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera 4S,RETRO MOTORS BOYASIZ BAYİ PANAMERA 4S BOSE ELK BAGAJ PDK 400HP,2010.0,62.0,Beyaz,3.750.000 TL,""""26 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Ankara"""
,,,,,,,,,",,,,,,,,,""Çankaya"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera 4S,PORSCHE PANAMERA 4.8 4WD 400HP AIR-PDK-EMSALLERİNİN EN DOLUSU,2011.0,240.0,Beyaz,2.750.000 TL,""""26 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Konya"""
,,,,,,,,,",,,,,,,,,""Karatay"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera 4S,ENS MOTORS-2011 BAYİİ ÇIKIŞLI BAYİ BAKIMLI CARBON CHRONO HATASIZ,2011.0,93.0,Siyah,3.265.000 TL,""""26 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Şişli"""""""
,,,,,,,,,",,,,,,,,,""Cayman,S,TARGET MOTORS PORSCHE CAYMAN S 3.4 295 HP HATASIZ BAYİ,2007.0,158.0,Gri,1.750.000 TL,""""26 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Beşiktaş"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera,Yabancıdan yabancıya foreigner to foreigner Panamera Açıklamayı,2012.0,56.0,Gümüş Gri,680.000 TL,""""26 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Kocaeli"""
,,,,,,,,,",,,,,,,,,""Gebze"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera 4 E-Hybrid,'PEUGEOT BAYKAR' 2022 PORSCHE PANAMERA HYBRİD,2022.0,8.5,Füme,11.750.000 TL,""""26 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Bursa"""
,,,,,,,,,",,,,,,,,,""Osmangazi"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,**TAKASA UYGUN**ORJİNAL 174 BİNDE~AİR~PUSU­LA~ÇİFT~NAVİ~,2012.0,174.0,Siyah,2.350.000 TL,""""26 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Eskişehir"""
,,,,,,,,,",,,,,,,,,""Çifteler"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,AXU MOTORS PORSCHE PANAMERA 3.0 DİZEL YABANCIDAN YABANCIYA,2012.0,152.0,Beyaz,655.000 TL,""""26 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Bakırköy"""""""
,,,,,,,,,",,,,,,,,,""Taycan,Turbo S,EXTRALI TURBO S+OTONOM+HEADUP+B­URMESTER+AKS+SER­AMİK+SOĞUTMA+360*,2021.0,6.1,Gri,8.250.000 TL,""""26 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Üsküdar"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera GTS,Hatasız gts v8 tam dolu,2012.0,75.0,Beyaz,4.200.000 TL,""""26 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Yalova"""
,,,,,,,,,",,,,,,,,,""Altınova"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4S Performance Plus,EFH MOTORS TAN HATASIZ BAYİ 2020 ÖZEL SİPARİŞ,2020.0,7.161,Gri,7.961.000 TL,""""26 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Ataşehir"""""""
,,,,,,,,,",,,,,,,,,""Boxster,Boxster,""""2013 PORSCHE BOXSTER BAYİ """"""""51.000KM""""""""SİYAH/BEJ 20JANT+PDK HATASIZ"""",2013.0,51.39,Siyah,3.100.000 TL,""""26 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İzmir"""
,,,,,,,,,",,,,,,,,,""Konak"""""""
,,,,,,,,,",,,,,,,,,""Taycan,GTS,HOCKENHEİMRİNG EDİTİON-1 OF 500-ÖZEL TASARIM-AÇIKLAMAYI OKUYUNUZ,2022.0,6.4,Bej,8.500.000 TL,""""26 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İzmir"""
,,,,,,,,,",,,,,,,,,""Bayraklı"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4S Performance Plus,Taycan 4s performance plus,2020.0,4.5,Siyah,5.250.000 TL,""""26 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Büyükçekmece"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4S Performance Plus,YENİKÖY MOTORS 2020 TAYCAN 4S PLUS - SOĞUTMA - DISPLAY - BAYİ,2020.0,7.3,Siyah,6.000.000 TL,""""26 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Sarıyer"""""""
,,,,,,,,,",,,,,,,,,""911,Carrera 4S,BAVARIA GARAGE 2011 131.000 km PORSCHE CARRERA 4S BAYİ,2011.0,131.0,Siyah,3.875.000 TL,""""26 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Sarıyer"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Turbo S E-Hybrid,QUEEN'S AUTO PANAMERA TURBO S E-HYBRİD YABANCIDAN YABANCIYA,2018.0,54.0,Siyah,3.000.000 TL,""""26 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Bakırköy"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,SEFA AUTOMOBILES 2013 PANAMERA DIESEL PLATİNİUM EDİTİON BOYASIZ,2013.0,119.0,Beyaz,3.750.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Beykoz"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4S Cross Turismo,2022 hatasız boyasız ful+ful ithal,2022.0,6.001,Siyah,6.975.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Mardin"""
,,,,,,,,,",,,,,,,,,""Artuklu"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera 4 Platinum Edition,ONE1CAR 2022 PORSCHE PANAMERA 4 PLATINUM EDITION BEIGE LEATHER,2022.0,6.001,Siyah,11.400.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Sarıyer"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera 4 Platinum Edition,ONE1CAR 2022 PORSCHE PANAMERA 4 PLATINUM EDITION COHIBA LEATHER,2022.0,6.01,Siyah,12.000.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Sarıyer"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,VALENTE 2012 PANAMERA CHORONO AİRMATIC İÇ-DIŞ GTS PAKET V.BARIŞL,2012.0,248.0,Siyah,2.525.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Kadıköy"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera 4 E-Hybrid,ONE1CAR 2022 PORSCHE PANAMERA 4-E HYBRİD PLATİNUM EDİTİON,2022.0,6.001,Siyah,11.850.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Sarıyer"""""""
,,,,,,,,,",,,,,,,,,""Taycan,Taycan,BAYİ 2022 TAYCAN P.PLUS 476 HP_A.AKS_SOGUTMA_­BOSE_AIR_Y.EKRAN,2022.0,7.385,Siyah,5.975.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Kadıköy"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera 4 E-Hybrid,L&S MOTORS-2021 PORSCHE PANAMERA 4 E-HYBRİD HEAD UP+SOĞUTMA HAZR,2021.0,42.706,Siyah,9.090.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Beşiktaş"""""""
,,,,,,,,,",,,,,,,,,""911,Carrera S,' SAY AUTO ' 2006 PORSCHE 911 CARRERA S CHRONO HAFIZA BAYİİ !,2006.0,96.0,Gri,3.250.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Başakşehir"""""""
,,,,,,,,,",,,,,,,,,""718,Cayman,BAYİ-BOYASIZ-­TRAMERSİZ-20 İNÇ JANT-CARMINE RED-ISITMALI DİREKSYN,2017.0,14.3,Kırmızı,4.150.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Aydın"""
,,,,,,,,,",,,,,,,,,""Nazilli"""""""
,,,,,,,,,",,,,,,,,,""911,Carrera 4S,ALKAN AŞ 2019 PORSCHE 911 4S CABRIO-SOĞUTMA-SPOR EGZOZ-BOSE,2019.0,10.154,Beyaz,12.500.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Ankara"""
,,,,,,,,,",,,,,,,,,""Gölbaşı"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4S Performance Plus,İçi kırmızı en ful paket Kapalı garaj arabası,2021.0,24.0,Siyah,6.450.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Bursa"""
,,,,,,,,,",,,,,,,,,""Osmangazi"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Turbo,BUSINESS AUTO'DAN HATASIZ BOYASIZ 30.000 KM DE TURBO 500 HP,2011.0,30.0,Beyaz,4.700.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Ümraniye"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,'BEYTÜRK' 2015 PORSCHE PANAMERA DİESEL BAYİ ÇIKIŞLI HATASIZ,2015.0,188.7,Kahverengi,4.150.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İzmir"""
,,,,,,,,,",,,,,,,,,""Konak"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,2013 PORSCHE PANAMERA MAKYAJLI+BOSE­+PUSULA+VAKUM BAYİ ÇIKIŞLI,2013.0,160.0,Beyaz,3.350.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Gaziantep"""
,,,,,,,,,",,,,,,,,,""Şehitkamil"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,BAYİİ 2013 MODEL 2014 ÇIKIŞLI 96000KM HATASIZ MAKYAJLI KASA,2013.0,98.5,Beyaz,4.350.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Antalya"""
,,,,,,,,,",,,,,,,,,""Alanya"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4S Performance Plus,TARGET MOTORS PORSCHE TAYCAN 4S PRFRMANCE PLUS SPORT DESİNG 22KW,2020.0,11.5,Beyaz,5.450.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Beşiktaş"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera 4,AUTO GÇ Den BAYİİ ÇIKIŞ PORSCHE PANAMERA 4 HATASIZ,2011.0,136.0,Beyaz,2.852.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Gaziosmanpaşa"""""""
,,,,,,,,,",,,,,,,,,""Taycan,Turbo S,ACR MOTORS-2020 BAYİ TURBO S LAZER AKS CARBON AİR SERAMK,2020.0,9.5,Lacivert,8.600.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Ataşehir"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,BGR AUTO'DAN /HATASIZ/PORSCHE PANEMERA,2012.0,151.0,Beyaz,3.150.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Çekmeköy"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,BGR AUTO'DAN 2012 MODEL PORSCHE PANAMERA DIESEL,2012.0,133.0,Siyah,3.250.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Çekmeköy"""""""
,,,,,,,,,",,,,,,,,,""Taycan,Turbo,YENİKÖY MOTORS 2020 PORSCHE TAYCAN TURBO - PDCC - BURMESTER,2020.0,8.3,Mavi,6.750.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Sarıyer"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,YZB MOTORS 2013 PANAMERA KAZASIZ ISITMA/SOĞUTMA VAKUM PLATINIUM,2013.0,193.0,Siyah,2.875.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Bakırköy"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera 4,GALLERY LOT'TAN 2011 PANAMERA 4/HATASIZ/P­DK/PUSULA/,2011.0,130.0,Siyah,3.274.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Denizli"""
,,,,,,,,,",,,,,,,,,""Pamukkale"""""""
,,,,,,,,,",,,,,,,,,""911,Carrera 4 GTS,YENİKÖY MOTORS 2015 PORSCHE 911 CARRERA 4 GTS - BOSE - BAYİ,2015.0,41.6,Siyah,11.175.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Sarıyer"""""""
,,,,,,,,,",,,,,,,,,""Taycan,GTS,GEPARD-NEW TAYCAN GTS 598 HP YOLCU EKRANI TAM DOLU HAZIR,2022.0,6.001,Siyah,7.850.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Beşiktaş"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,2012 PORSCHE PANAMERA DİZEL 250PS CARBON+AİRMA­TİC+KEYLESS,2012.0,199.0,Siyah,2.850.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Ankara"""
,,,,,,,,,",,,,,,,,,""Akyurt"""""""
,,,,,,,,,",,,,,,,,,""911,Turbo,SS MOTORS BAYİ 2011 911 TURBO-AKRAPOVIC-C­HRONO-BOSE-57.056 KM,2011.0,57.056,Füme,5.250.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Şişli"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,ÖZEL SERİ KIRMIZI DÖŞEME,2014.0,225.0,Siyah,4.199.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Antalya"""
,,,,,,,,,",,,,,,,,,""Korkuteli"""""""
,,,,,,,,,",,,,,,,,,""911,Carrera 4S,REGNUM MOTORS 2013 PORCHE 911 CABRİO CARRERA 4S PDK CHRONO BOSE,2013.0,51.0,Beyaz,7.250.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Ankara"""
,,,,,,,,,",,,,,,,,,""Çankaya"""""""
,,,,,,,,,",,,,,,,,,""911,Carrera 4S,gallardo'dan BAYİİ BOYASIZ GARANTİLİ CARRERA 4S PDK 400HP,2014.0,52.0,Gri,8.600.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Antalya"""
,,,,,,,,,",,,,,,,,,""Muratpaşa"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,YAŞARLAR AUTO 2012 PANAMERA 190.000KM HATASIZ SOĞUTMA PERDE FULL,2012.0,190.0,Beyaz,3.250.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Konya"""
,,,,,,,,,",,,,,,,,,""Karatay"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,nokta hatasız son 1 hafta!!haftaya fiyat 4 milyon,2013.0,220.0,Beyaz,3.500.000 TL,""""25 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Mersin"""
,,,,,,,,,",,,,,,,,,""Mezitli"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,""""""""""""DOĞANAY"""""""" PORSCHE PANAMERA 3.0D 300 HP 2012 ISITMA+SOĞUTMA"""",2012.0,198.5,Siyah,2.550.000 TL,""""24 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Konya"""
,,,,,,,,,",,,,,,,,,""Karatay"""""""
,,,,,,,,,",,,,,,,,,""Taycan,4S Performance Plus,""""2020 PORSCHE TAYCAN 4S PERFORMANCE 9.000 KM""""""""DE SİYAH İÇİ KIRMIZI"""",2020.0,9.0,Siyah,5.250.000 TL,""""24 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""Mersin"""
,,,,,,,,,",,,,,,,,,""Yenişehir"""""""
,,,,,,,,,",,,,,,,,,""Boxster,Boxster,METHAN 2014 PORSCHE BOXSTER 2.7 PDK İÇİ KIRMIZI BAYİ,2014.0,210.0,Beyaz,2.420.000 TL,""""24 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Bağcılar"""""""
,,,,,,,,,",,,,,,,,,""Panamera,Panamera Diesel,ERCAR MOTORS 2013 PORSCHE PANAMERA DİESEL-BAYİ-ISITMA,2013.0,165.0,Siyah,3.700.000 TL,""""24 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Beşiktaş"""""""
,,,,,,,,,",,,,,,,,,""911,Carrera 4S,LİON MOTORS-2019 PRSCH 911CARRERA 4S-SGTM-DSTRNC-­AKS-BRMST-CHRNO,2019.0,16.5,Siyah,9.475.000 TL,""""24 Şubat"""
,,,,,,,,,",,,,,,,,,""2023"""",""""İstanbul"""
,,,,,,,,,",,,,,,,,,""Kadıköy"""""""
,,,,,,,,,",,,,,,,,,""911,Targa 4 GTS,TARGET MOTORS 2022 PORSCHE 911 TARGA 4 GTS,2022.0,6.134,Kırmızı,16.450.000 TL,""""24 Şubat"""
